int_no,true_counts,pred_counts,true_rate,pred_rate,pi
1466,1,1.8678882822547855,0.00027448038704951143,0.0005126986986785406,3643.24755859375
2303,2,0.8907306301497405,0.0004334509873391252,0.0001930440355458031,4614.1318359375
166,1,1.903866006607572,0.00021385534085440012,0.0004071519137841679,4676.05810546875
11251,1,0.900761299082898,0.0012904206508259862,0.0011623609818014141,774.941101074219
675,1,2.0065302246165397,0.00043570583813911057,0.0008742569332680073,2295.12646484375
3686,1,2.174504798429659,0.00012870075954814471,0.00027986041919898243,7769.9619140625
121,1,2.930201623111856,0.00028021355063748203,0.0008210822008958861,3568.70678710938
387,1,2.0627856786724323,0.00029205651207945264,0.0006024499904805172,3423.99487304688
1698,2,0.9176561588171097,0.0007226173496791388,0.00033155713070057933,2767.71655273438
890,2,1.0962811089508782,0.0030964608797774116,0.0016972957835526964,645.898681640625
7,1,4.788914334090605,0.00024737131739237776,0.0011846400477032344,4042.505859375
590,1,1.8454577481328278,0.0003807742471667365,0.0007027027847232984,2626.22802734375
169,2,1.637176394130757,0.0009357549190244183,0.0007659979320592578,2137.31176757812
5653,1,3.361781695641723,0.00014302682758674632,0.00048082497096682845,6991.6953125
377,1,3.4940330533915223,9.52542012777086e-05,0.00033282132773872284,10498.224609375
553,1,2.9033787378085263,0.00029601225386664245,0.0008594356840071894,3378.23852539062
801,2,0.9726845245045187,0.0022845433297721007,0.0011110699712146728,875.448486328125
1442,3,0.7537588864084017,0.0028076367811842706,0.0007054270578749083,1068.51428222656
16911,3,0.7014160322488021,0.010336232477749606,0.0024166663909814447,290.241149902344
1243,3,0.944270846403411,0.001829151884880132,0.0005757382661787189,1640.10437011719
299,1,3.041416195393795,6.556908038788466e-05,0.00019942286300879002,15251.0908203125
11283,2,1.7960549781039292,0.002817230777696006,0.002529950681374258,709.9169921875
177,1,2.1162887269456125,0.0010104651976025633,0.0021384361066571753,989.643188476562
5,2,1.949979080534062,0.000847951666754995,0.0008267440057381152,2358.625
1211,2,2.142955444533569,0.0015115733990021466,0.0016196172226018814,1323.12463378906
1311,3,1.3169140026861526,0.005628492042334615,0.002470746661519345,533.00244140625
562,2,1.299811224320947,0.0013319823814762072,0.0008656628250202598,1501.52136230469
802,2,1.4210710736115526,0.0017075172236837215,0.001213251667135222,1171.29125976562
6940,2,1.322296911879705,0.014589784746355087,0.009646013657547478,137.082214355469
1231,2,1.7744617921383037,0.004068777336632098,0.003609944962285953,491.548156738281
596,2,1.9750812134423064,0.0004641324536119669,0.0004583496448389393,4309.11474609375
414,1,3.5101128852452246,8.777599292306056e-05,0.00030810364377442857,11392.63671875
1312,2,2.81240544853424,0.002789163561614103,0.003922129398768335,717.060852050781
16002,2,1.8809597046364805,0.0012428062084784677,0.0011688341994100216,1609.26135253906
1390,3,1.4136105884495824,0.001408452318593565,0.000663667703630076,2129.99755859375
8788,2,1.3605976229842902,0.0027966725673203253,0.0019025730236807035,715.135559082031
312,2,2.1133326545218125,0.00032221294846087467,0.0003404715728460601,6207.0751953125
900,2,2.886830362946111,0.0020485194277073877,0.002956864041495339,976.314880371094
8853,2,0.6527392971333346,0.0036317010886569314,0.0011852770080041457,550.706115722656
1392,2,2.047421270351091,0.00017017855203479287,0.0001742135935967924,11752.3623046875
1657,2,1.8716632877688166,0.0008171540913016099,0.0007647186565696554,2447.51879882812
1147,3,1.474032731488012,0.007109208842338851,0.0034930688428638215,421.987884521484
1140,2,1.7187068275898527,0.0013359040353858062,0.0011480136933112108,1497.11352539062
90,2,1.6617063743056657,0.001081845179925433,0.0008988545157469759,1848.693359375
1731,2,2.588145387799166,0.0009725373359006459,0.0012585340101868726,2056.47631835938
1292,2,2.300698269228121,0.002641381585730156,0.0030385110213301996,757.179504394531
1525,2,1.844718582598608,0.0013301008462263278,0.0012268308738819203,1503.64538574219
1280,3,1.0040743366884222,0.003518005730501522,0.0011774464234397945,852.755859375
1409,3,1.355385259783357,0.0015724461570275853,0.0007104234476793918,1907.85546875
409,2,1.623907984358985,0.00045926145689709013,0.00037289917338176223,4354.81787109375
1197,2,3.9415204693642507,0.0007823566354386163,0.0015418373464621256,2556.37890625
150,2,2.440302476353933,0.0009119639720795619,0.001112733969705662,2193.06909179688
1063,3,1.2609438974145561,0.001594642685773827,0.0006702516543944215,1881.29919433594
8873,2,1.7476745696135192,0.002226719574813987,0.0019457905872815166,898.182250976562
684,2,2.657462640511724,0.00043895855796112325,0.0005832579842572925,4556.23876953125
923,2,4.12072141789929,0.0005947042141457851,0.0012253051962727514,3363.01635742188
4,2,2.5531565400761824,0.0016590359182693903,0.0021178892024753945,1205.51940917969
1010,2,2.075225461825092,0.001400113195186664,0.001452775276044325,1428.45593261719
343,2,2.433556622370926,0.00031735425722678246,0.0003861497771559214,6302.10546875
1141,2,3.470825994042166,0.0008462558138766119,0.001468603338206127,2363.3515625
1495,3,0.7482411201389776,0.0006236819465698254,0.00015555482610395472,4810.14404296875
429,2,3.410726011498379,0.0008902211295376066,0.0015181501812496915,2246.6328125
13283,2,3.4410606568602455,0.0009492773927132299,0.001633260544256184,2106.86572265625
810,4,0.4038068536498128,0.006013776370949873,0.0006071010287267143,665.139465332031
1198,2,12.145879364782365,0.000251561480680066,0.0015277176985830556,7950.3427734375
1279,3,1.1454664512521824,0.0018659341215011903,0.0007124549788087756,1607.77380371094
788,3,1.8983951118147138,0.0013457263987538012,0.0008515734724114115,2229.279296875
147,2,2.929716070182968,0.00025878998245206793,0.00037909058519609585,7728.2744140625
884,2,4.894388846781505,0.0002051824601056369,0.0005021213721481102,9747.421875
362,2,5.616342510923466,0.00011058519547175223,0.0003105421672033916,18085.603515625
542,2,5.129725955542356,0.0005590285187115902,0.0014338315511616198,3577.63500976562
13146,3,2.8207910756960968,0.00036863486123003445,0.0003466139755827167,8138.13427734375
736,3,2.1687666833813677,0.0011733360527840784,0.000848230713229437,2556.81225585938
1232,4,1.4205283148582526,0.010344688245039802,0.003673730640115091,386.671875
845,3,1.8247255738499797,0.0032504524822692215,0.0019770612569935987,922.948425292969
614,3,2.408998730454594,0.00030100566462873814,0.00024170742131675717,9966.58984375
1282,2,4.368196631015596,0.00037114116484684263,0.0008106087929575911,5388.78515625
206,4,0.6440479505996624,0.024215542568046207,0.003898992640902261,165.183166503906
576,3,1.5746954325760736,0.0017238452635639885,0.0009048437543340368,1740.29541015625
349,3,1.3347427772038982,0.0008236628800383422,0.00036645935999404604,3642.26684570312
1128,3,3.994847760767339,0.0010763059581873353,0.0014332261489884072,2787.3115234375
880,3,2.6293810765839383,0.003031320811455572,0.0026568325262321165,989.667602539062
883,4,1.2924758387661277,0.0077968442387155385,0.002519308199290679,513.028076171875
1066,4,1.6906574399910883,0.0022852002113084944,0.0009658726847794783,1750.39367675781
1055,3,3.31426130371248,0.0019957834851028066,0.0022048493250882216,1503.16906738281
700,3,2.581084742540529,0.0010175241372160446,0.0008754386752450162,2948.3330078125
894,3,4.343074385400604,0.001582919821079046,0.0022915795096904376,1895.23181152344
1218,5,1.5569913492057788,0.0040246612691399695,0.0012532725559068966,1242.34057617188
709,3,3.5345356503360885,0.0009571500110647118,0.0011276936122759352,3134.30493164062
1300,3,3.3033953329736674,0.0009275216693457711,0.0010213235845829218,3234.42578125
293,3,5.226170132970913,0.00014254688595376767,0.00024832475930653054,21045.70703125
798,4,1.1590521019330482,0.017925127391664363,0.00519403914518156,223.150436401367
703,3,4.501627822504415,0.001556119457495828,0.002335023548334565,1927.87255859375
915,3,3.9065835766853505,0.0011292962401916076,0.0014705633817150162,2656.52172851562
8714,5,0.9857492596057797,0.005055185258161559,0.000996629025080562,989.083435058594
10,4,2.3104231552204806,0.004091784694554977,0.002363438526119145,977.568542480469
1071,3,6.288385887311115,0.0008353947396509426,0.0017510948303849768,3591.11669921875
1085,4,2.357387022272228,0.0017587398388601893,0.00103650761792054,2274.35571289062
1281,3,4.315914529844229,0.0010652913127001938,0.0015325687516665328,2816.13110351562
1149,5,1.906939071070326,0.002097111842824744,0.0007998129018973594,2384.2314453125
471,4,2.7155298198367976,0.0010026202510932196,0.0006806612974539738,3989.54638671875
1207,4,4.967971718372278,0.002289340085563803,0.0028433441997042356,1747.22839355469
1139,3,4.226547314469619,0.0008103024469709539,0.0011415938770510821,3702.3212890625
295,4,2.3644627044005575,0.00042721385641442415,0.00025253280757376017,9362.9921875
549,4,3.3855527264561927,0.0005301642214740325,0.0004487247313702339,7544.83203125
16913,5,1.6562130676021174,0.008345962986795203,0.0027645385920907627,599.092041015625
508,5,2.244419548829314,0.00036328118403555163,0.00016307107823425036,13763.443359375
8884,4,2.439181741865674,0.0035926929134548835,0.002190807739657336,1113.37097167969
363,4,4.336547547055356,0.00021977474805314772,0.00023826591114364665,18200.453125
120,4,3.6675027262096003,0.0015196461851120892,0.0013933266316931516,2632.19165039062
711,4,3.3317896085006087,0.0013713338330755944,0.0011422489537066434,2916.8681640625
713,5,3.1730218622634245,0.0010691273300372055,0.0006784728783502753,4676.71142578125
413,4,3.1258026270573347,0.0008566594922828491,0.000669437122867833,4669.2998046875
15743,6,2.574203188536484,0.0041207692572102,0.001767949560188936,1456.03881835938
544,4,2.482844752067024,0.001556263819392848,0.0009659903642028289,2570.25830078125
294,5,2.1947416349858635,0.0009920352358515335,0.0004354522070992762,5040.1435546875
1278,4,6.756232959393956,0.001273263639556969,0.002150616441893175,3141.533203125
910,4,7.176181283488575,0.0010667886945140781,0.0019138672657522846,3749.57104492188
506,5,3.585374082065452,0.00035803662504887165,0.00025673904717608213,13965.0517578125
867,7,1.2720115972846304,0.01683088154471709,0.003058439502486285,415.902160644531
406,4,8.441387229382734,0.0003111851458931082,0.0006567085791289217,12854.083984375
193,6,3.5828181898468205,0.0018099470198695005,0.0010807851842412485,3315.01416015625
439,6,2.7799870032341056,0.001404534676450098,0.000650764691020482,4271.87744140625
1685,5,8.380570774268879,0.0005578345907128386,0.0009349944535608513,8963.23046875
17141,7,1.993260131606155,0.004097106804138101,0.001166657092517255,1708.52270507812
9462,7,2.602132611545562,0.006386519169970812,0.0023740814009202776,1096.05871582031
1069,6,4.2534894263479215,0.0035045644470664133,0.0024844379699253067,1712.05297851562
1151,6,6.420622976531872,0.0030293473572130733,0.0032417162076030606,1980.62463378906
5843,7,4.629280872592221,0.004372462695978867,0.002891622560659712,1600.92846679688
593,6,12.807561504312607,0.0007625420102439278,0.00162771728263688,7868.4189453125
10475,7,5.170695637759488,0.004453244005450075,0.003289481336122756,1571.88781738281
16042,7,3.327882983736542,0.004247539780131455,0.0020193307652919316,1648.01281738281
1599,7,6.20717299577222,0.0013761609678282056,0.0012202955996198574,5086.6142578125
157,9,2.763528285361209,0.002058114029700622,0.0006319618150640453,4372.935546875
914,9,3.754087666147651,0.0023432037017838483,0.0009773991240153628,3840.89526367188
1089,8,6.132548751715506,0.0007842425453878459,0.0006011757053450531,10200.92578125
374,8,7.5121501947799105,0.00035253246724185,0.00033103460530713825,22692.9453125
1266,8,9.839885475245394,0.0013982692151283786,0.0017198511175530635,5721.35888671875
8852,9,2.35591006206945,0.006537504373676283,0.0017113080371963325,1376.67211914062
286,9,8.684293464621836,0.0007994292269625202,0.0007713864456820335,11258.0322265625
8979,11,2.8406550770064483,0.008865308930122336,0.002289389529234783,1240.79150390625
497,10,4.421974454548653,0.0008225568875604095,0.0003637325544205179,12157.2138671875
1002,13,2.2098601014983363,0.008482980590052066,0.0014420154113646826,1532.48022460938
629,11,9.187380581482744,0.003123253801595889,0.002608592847984021,3521.96801757812
330,10,3.3857779923445555,0.0005232779479737033,0.00017717029601285836,19110.302734375
6044,10,11.18328581832809,0.003238032462065973,0.003621184251230838,3088.29516601562
47,11,8.228898213043438,0.0018725702947411348,0.0014008354865630498,5874.27880859375
9146,11,4.209293471752255,0.0077662318701810775,0.0029718499192061374,1416.38830566406
7149,11,6.049966874864436,0.005555515824761551,0.0030555169738720515,1980.01416015625
8863,10,7.407188420477602,0.003977147326994812,0.0029459479627049413,2514.36499023438
887,13,5.519056888937104,0.003657182794784646,0.0015526307613583426,3554.64868164062
933,13,4.331280681132757,0.009180121437311003,0.0030585909716829094,1416.10327148438
778,13,9.20238671688544,0.001459997633206962,0.0010334971405006098,8904.1240234375
386,12,13.728316162367703,0.00040751482812743754,0.0004662077001155331,29446.78125
846,13,6.967852538298728,0.0031846512822396003,0.001706936963119192,4082.07958984375
428,12,10.28677920722638,0.0007239336177380704,0.000620578773863346,16576.10546875
190,13,6.190787075047299,0.0009260890242032587,0.00044101692010620766,14037.52734375
