int_no,pred_counts,ranking
182,1.0276377664036003,1064
1130,1.025986357872707,1065
1494,1.0238531660521606,1066
273,1.0226098676879347,1067
682,1.0214060184475235,1068
255,1.0182935598206366,1069
1154,1.0171529304092306,1070
1230,1.0162831646684987,1071
1335,1.0162237171544535,1072
143,1.0157941474292809,1073
1015,1.0148671812292767,1074
955,1.0139519665968535,1075
1096,1.0132425698701175,1076
1458,1.0119309308630957,1077
645,1.011820874460984,1078
1323,1.0102023092607655,1079
1337,1.0082777161243244,1080
779,1.007765126424589,1081
1280,1.0040743366884222,1082
15982,1.000443908071788,1083
93,1.0000107001247949,1084
1256,0.9993658722708401,1085
624,0.9977309573395785,1086
531,0.9973479193105341,1087
394,0.9937608966672372,1088
1097,0.9934778796965618,1089
1177,0.9934511243577411,1090
8714,0.9857492596057797,1091
1470,0.9847262704258186,1092
1200,0.9827885327953478,1093
819,0.9813435381352453,1094
185,0.9804233914863529,1095
1308,0.9793359690633825,1096
15371,0.9773466470434603,1097
11179,0.9767104363347435,1098
1174,0.9753507507118939,1099
1564,0.97523013314835,1100
8190,0.9750695282472432,1101
605,0.9749201235244235,1102
707,0.9739718592124372,1103
801,0.9726845245045187,1104
1420,0.9704607154882419,1105
1700,0.9681693788867022,1106
8610,0.9665833901663852,1107
11010,0.9657372376123545,1108
1545,0.9654705314610766,1109
1655,0.9629596289986072,1110
395,0.959435631259011,1111
9019,0.9592367285320206,1112
1163,0.9590097527527207,1113
567,0.9582498778063763,1114
1386,0.958183610890338,1115
8638,0.9577433922060683,1116
1439,0.9574416212414493,1117
1557,0.9487726597360383,1118
637,0.9475746499560516,1119
9139,0.9451109143196638,1120
1243,0.944270846403411,1121
9297,0.9419597143869999,1122
8743,0.9408090020793827,1123
39,0.9379467541704657,1124
60,0.9371164995837137,1125
1150,0.9360150172355847,1126
12,0.9354374491267236,1127
324,0.9353477938270103,1128
1669,0.9330503252291124,1129
13300,0.9326311231099276,1130
1259,0.9324398147786335,1131
16909,0.932018299112452,1132
11812,0.9311838433375045,1133
663,0.9291454995640241,1134
1099,0.928409342333151,1135
4175,0.9266896002522353,1136
457,0.9255849346929771,1137
1536,0.9237292214164071,1138
392,0.9220877552184457,1139
140,0.9200344804460411,1140
1298,0.9182634121269537,1141
977,0.9179099225372509,1142
1698,0.9176561588171097,1143
532,0.9170586568095072,1144
1212,0.9159910638741562,1145
13837,0.9140807119864899,1146
15,0.9134646242551762,1147
232,0.9095193579846632,1148
587,0.9085713094150758,1149
1472,0.9077074761357385,1150
1422,0.9047148844649401,1151
15423,0.9014839027150184,1152
820,0.9008756469922761,1153
11251,0.900761299082898,1154
448,0.8999927662488566,1155
13289,0.8994214994594399,1156
1720,0.8984684190212431,1157
1432,0.8974105591666022,1158
961,0.8969504106556063,1159
1328,0.8940357043250654,1160
473,0.8927602944868305,1161
318,0.8921483224064206,1162
7207,0.890846138679624,1163
2303,0.8907306301497405,1164
635,0.8893971446424402,1165
1125,0.8878694299516465,1166
877,0.8844490162621236,1167
322,0.8827409856208321,1168
783,0.8823955681397302,1169
1289,0.8823343170562943,1170
832,0.8799354533793936,1171
15765,0.879368182974875,1172
1440,0.8790590320894147,1173
1325,0.8789862585908307,1174
480,0.8747174211300932,1175
892,0.873566004478009,1176
7782,0.871529297761941,1177
8847,0.8691333890895474,1178
9824,0.8686511975296205,1179
1507,0.8677636317099706,1180
1449,0.8671718953145688,1181
15297,0.8640807956267358,1182
1703,0.8638431741213021,1183
15281,0.8638147617731087,1184
520,0.8635690764002603,1185
1676,0.8635675273795855,1186
906,0.8623290367793696,1187
956,0.8623248659330874,1188
817,0.861566459646324,1189
975,0.8615201243249573,1190
16917,0.8598962634727214,1191
7148,0.8590651281989731,1192
176,0.8568231429973233,1193
623,0.8562440903997282,1194
1739,0.8544287160676739,1195
1267,0.853684389302219,1196
8777,0.8521550761083653,1197
1060,0.8503537854227866,1198
670,0.8462742919040372,1199
1762,0.8451198010825554,1200
1178,0.8435371955350707,1201
1369,0.8418513665251032,1202
1059,0.8401551633923411,1203
1722,0.8393993403381802,1204
1387,0.839175701903783,1205
812,0.8387662718574018,1206
1537,0.8386521416293572,1207
1051,0.8373680448169116,1208
1493,0.8364355319382636,1209
7202,0.8363312967725247,1210
1751,0.8351980619600243,1211
438,0.8339660463974679,1212
1693,0.8332233539889454,1213
7200,0.8327398577015481,1214
667,0.8325635479122504,1215
1443,0.8310596106488202,1216
400,0.830012442561475,1217
864,0.8253679306838833,1218
1006,0.8249435035452254,1219
512,0.8237767573055947,1220
613,0.8230186103766005,1221
621,0.8188788046449327,1222
1205,0.8185655421725324,1223
1111,0.8162800648754087,1224
277,0.8157082671307022,1225
12139,0.815101415806021,1226
1681,0.8144673098043238,1227
272,0.8136288760010266,1228
821,0.811721480506793,1229
925,0.8108362886443983,1230
1169,0.8095174353121377,1231
1265,0.8076903585817696,1232
1222,0.8072065208373653,1233
1467,0.8071062765958665,1234
1084,0.805465318949894,1235
7826,0.8049824887448649,1236
1332,0.8024587809433712,1237
16045,0.8003258195316078,1238
217,0.8000077265735467,1239
1214,0.7999333562094724,1240
1191,0.7996503557706908,1241
766,0.7995581320710825,1242
662,0.798858157085733,1243
16663,0.7983532411764704,1244
1317,0.7981012243015656,1245
632,0.7978079412054492,1246
8699,0.7977573910295395,1247
8862,0.7973003647888397,1248
12651,0.7957560617487252,1249
469,0.7935113943483694,1250
1597,0.7923812381401587,1251
825,0.7922204980034852,1252
1288,0.7920585356478912,1253
1429,0.7907660854978991,1254
653,0.790129771071554,1255
1742,0.789475434824303,1256
9151,0.7884914323403268,1257
564,0.7876238343320736,1258
830,0.787264677068739,1259
1124,0.7851248886581691,1260
57,0.7849364030977806,1261
1333,0.7841973529858884,1262
530,0.7833341562136872,1263
1081,0.7821416512212908,1264
13279,0.7821315242033424,1265
415,0.7816253415616152,1266
999,0.7814408389448873,1267
1299,0.7814182281645878,1268
1219,0.7809541585164249,1269
8551,0.7801198415442898,1270
1444,0.7782651376258383,1271
275,0.777165607470696,1272
16984,0.7767075673452164,1273
73,0.7754681771816444,1274
11839,0.7752834150146266,1275
1434,0.7745471363581048,1276
1126,0.7744304235319269,1277
751,0.772189067503384,1278
1457,0.7708645423666041,1279
1869,0.7695830104721922,1280
126,0.7694745177465928,1281
1602,0.7693224715529705,1282
94,0.7682833735967074,1283
780,0.7676985751405628,1284
1398,0.7671983003047983,1285
1397,0.7640043513841426,1286
1736,0.7630457706752886,1287
11478,0.7617171403802236,1288
1531,0.7605137548086246,1289
1380,0.7589365936520148,1290
1637,0.7587623329199309,1291
257,0.7569828203467878,1292
1382,0.7569372467835482,1293
681,0.7554044272129031,1294
1437,0.7550969396899853,1295
571,0.7550214648795128,1296
1442,0.7537588864084017,1297
1330,0.7535182923876944,1298
1388,0.7521603294943986,1299
159,0.751015244188545,1300
1412,0.7496075338380014,1301
1799,0.7495411302969959,1302
1495,0.7482411201389776,1303
1025,0.74595234920679,1304
963,0.7440087682807277,1305
1542,0.7433529645420688,1306
236,0.7403034144413608,1307
679,0.7395825136285785,1308
1535,0.7384681274500005,1309
837,0.7371395433431931,1310
879,0.7306353325327691,1311
278,0.727965679108195,1312
16238,0.7272738756957933,1313
581,0.7246479070707832,1314
1320,0.7232167430169021,1315
276,0.7218716871812255,1316
607,0.7213449708697767,1317
1076,0.7213215540557671,1318
319,0.7212290579369874,1319
490,0.7210496006566137,1320
721,0.7209344112150734,1321
8204,0.719270092382629,1322
12456,0.7190553657078098,1323
784,0.7189963619025999,1324
1012,0.7180911806459959,1325
311,0.7156937285164398,1326
1327,0.7152288712342825,1327
582,0.7149015158496901,1328
3060,0.7140384167277215,1329
426,0.7135581366853112,1330
1658,0.7126615681172542,1331
15489,0.712107733305965,1332
1642,0.7118733356933308,1333
1321,0.7105667606432243,1334
916,0.7099524892239328,1335
16803,0.7093649485464032,1336
911,0.707084252761234,1337
1009,0.7038897850936529,1338
787,0.7038528302164985,1339
1407,0.702575935068396,1340
16911,0.7014160322488021,1341
9014,0.6972846326824427,1342
1638,0.6959050178287501,1343
7145,0.694880263159711,1344
979,0.6926014612466634,1345
740,0.6912697589377196,1346
102,0.6909089947053534,1347
1539,0.6901668161693522,1348
940,0.6895552261100066,1349
1238,0.6878540874393125,1350
1318,0.687202346605133,1351
122,0.6867687266780182,1352
1603,0.6857383868379107,1353
1563,0.6855117707131696,1354
207,0.685034667687734,1355
746,0.6841762574139902,1356
30,0.684159934132259,1357
11164,0.683073715353939,1358
990,0.6819143378530975,1359
1793,0.6815984329961683,1360
8335,0.6811483569713043,1361
77,0.6805468372439791,1362
1014,0.6795442672338164,1363
451,0.6790182088424616,1364
1635,0.6789967232412781,1365
13298,0.6764129704948438,1366
6414,0.6763572443972427,1367
8854,0.6751798009113684,1368
1291,0.6749907070687948,1369
734,0.672460146254125,1370
1723,0.6695832505534561,1371
68,0.6694868552427257,1372
6152,0.6693184170028654,1373
1319,0.6679486264697644,1374
8840,0.6676354794653756,1375
13828,0.6674406883133864,1376
1683,0.6667319259831599,1377
1220,0.6661135326739575,1378
1021,0.6644720310989711,1379
1430,0.6641513568952327,1380
1274,0.6636643486570925,1381
1647,0.660433555834402,1382
97,0.6584612513248308,1383
1792,0.6565977011567417,1384
10027,0.6551470690257238,1385
16662,0.6533060360676387,1386
464,0.652918485386139,1387
8853,0.6527392971333346,1388
1589,0.6526603282155069,1389
3667,0.6521138437979486,1390
1240,0.6515231987585034,1391
1324,0.6505100836691599,1392
1741,0.6488698926505132,1393
470,0.6472804758302427,1394
3046,0.6470285685217637,1395
250,0.6464489082551097,1396
1532,0.6459852987701977,1397
1485,0.6458456343014398,1398
878,0.6449995898805477,1399
206,0.6440479505996624,1400
1498,0.6420838525228888,1401
4005,0.6416898503297818,1402
1215,0.6412283220654591,1403
447,0.6400144472609285,1404
1354,0.636534089230912,1405
1511,0.6349826306735327,1406
630,0.6340250749955423,1407
866,0.6326532354710688,1408
314,0.6322728061767469,1409
1247,0.6321378062635834,1410
1258,0.6290769459249715,1411
96,0.6279999282735378,1412
834,0.6258977731051584,1413
986,0.6253294902913846,1414
1771,0.6253125817620276,1415
242,0.6246107565416122,1416
9828,0.6242351403888786,1417
1135,0.6237943268149752,1418
52,0.6233606510550295,1419
1236,0.6230996848049072,1420
1605,0.6224905198729487,1421
430,0.6222350493054959,1422
992,0.622085003337199,1423
71,0.6215301755165856,1424
622,0.6208450436251662,1425
431,0.6197116285349958,1426
828,0.6153308906771611,1427
9831,0.6144301719026019,1428
1253,0.6126945212493459,1429
173,0.6119182176296569,1430
1464,0.6104114178811006,1431
4510,0.6103217306394639,1432
1461,0.609164956846023,1433
1460,0.6085336844459466,1434
1054,0.607992602895611,1435
577,0.60734499448241,1436
1459,0.606613740649707,1437
1019,0.6053300187217484,1438
15531,0.605287365368737,1439
1112,0.6022991219070994,1440
1618,0.6020651850792026,1441
1656,0.597845391650145,1442
191,0.5975561480179229,1443
51,0.597257112769566,1444
1336,0.5965382777698451,1445
813,0.5962752023099592,1446
8833,0.5959583299298825,1447
516,0.5959512533386735,1448
15139,0.5955689444141241,1449
1477,0.5948099194187868,1450
9182,0.5942799058400915,1451
2179,0.5942255707985021,1452
1755,0.5909750530227018,1453
854,0.5908553604054031,1454
49,0.5894009616261342,1455
15701,0.5891447534254043,1456
560,0.5878203007844384,1457
1095,0.5877361269968457,1458
1414,0.5875454237517339,1459
9840,0.587337798351616,1460
8848,0.5871111717452906,1461
34,0.5846790383400171,1462
921,0.5827245468075442,1463
1717,0.5820106219239248,1464
1514,0.5792761538862153,1465
44,0.5790277607475668,1466
1285,0.578271034441777,1467
660,0.5781999244073828,1468
16193,0.5779276630219483,1469
16234,0.5750324524546092,1470
767,0.5715370507507019,1471
1555,0.5698123517533101,1472
1515,0.5667490510050592,1473
16,0.5660272076348872,1474
852,0.5650879516415129,1475
701,0.5630990390966952,1476
205,0.5607876867713562,1477
82,0.559875617557444,1478
1158,0.5593371769461355,1479
9384,0.5592895721291412,1480
1574,0.5590297469651906,1481
15386,0.5564189820245409,1482
8861,0.5545551815232014,1483
16730,0.5539009769000997,1484
822,0.5532428630487607,1485
686,0.5525584454355078,1486
8868,0.5522736076916984,1487
1254,0.5515833024734047,1488
15747,0.5503636682483043,1489
17290,0.5500520639036588,1490
15384,0.5498740563375223,1491
803,0.5478125403138413,1492
1482,0.5467535013476936,1493
12455,0.5433989156565248,1494
1496,0.535962341021845,1495
1568,0.5348662818132986,1496
258,0.5343495997857909,1497
9675,0.5336812444020392,1498
8832,0.5335821709742155,1499
1499,0.5319078451539645,1500
1393,0.5310639978307293,1501
452,0.530003613089859,1502
200,0.5287863511497541,1503
7198,0.5271541747494243,1504
1436,0.5251704189974785,1505
186,0.5248844290793706,1506
197,0.5246395679217185,1507
1448,0.5229881705881257,1508
851,0.5228527710060341,1509
16704,0.5212297399564836,1510
463,0.5199473703822031,1511
1490,0.5184658123740543,1512
1018,0.5164471352676212,1513
1225,0.5145028245160322,1514
13090,0.5143722991990328,1515
1473,0.5130695540932833,1516
88,0.5127094538581386,1517
627,0.5113787985483876,1518
946,0.5101397974606321,1519
3944,0.5079165533803803,1520
998,0.5074551262613531,1521
807,0.5072581197341025,1522
83,0.50695883091913,1523
13805,0.5066363530762825,1524
620,0.5058052699297767,1525
826,0.5046038014254774,1526
1526,0.5041981229888518,1527
1355,0.5024059181124163,1528
9141,0.5022636142495657,1529
1252,0.5001933149829672,1530
13029,0.49837545749594925,1531
1571,0.49720342348115226,1532
718,0.4967333279161057,1533
1329,0.4946813523833654,1534
640,0.49298236798971795,1535
1484,0.49291904915024604,1536
9830,0.490422780531945,1537
1367,0.48825604955161184,1538
16916,0.48769604798841193,1539
619,0.48767862622034686,1540
9841,0.4844956037457917,1541
1164,0.4824010767497757,1542
666,0.4822591404314675,1543
17462,0.4821887179161044,1544
78,0.4810435385651167,1545
678,0.47953500937974897,1546
228,0.479243776399234,1547
1411,0.479235785290899,1548
1641,0.47917951869244757,1549
804,0.4780217949098873,1550
17583,0.47537339781726085,1551
251,0.47524729079258354,1552
8855,0.4751701530202375,1553
15927,0.47411946448162756,1554
677,0.47326364000174675,1555
1513,0.4699455741587581,1556
566,0.46949329005578483,1557
16878,0.46354547794308093,1558
950,0.4632907965075617,1559
241,0.46301689134232515,1560
1384,0.4630128197182336,1561
265,0.4629959383017168,1562
13290,0.4621851551278948,1563
10045,0.46181084829775065,1564
244,0.46114286951661954,1565
1447,0.46083396744782446,1566
1275,0.4605754705294807,1567
1290,0.460341859111728,1568
1518,0.45735497352859344,1569
8674,0.457123795220698,1570
984,0.45673623628688353,1571
1687,0.4564046771338207,1572
9994,0.45485696367565537,1573
1226,0.4540720236252543,1574
875,0.45345832603727626,1575
16919,0.45238233366744074,1576
9149,0.4518932013958004,1577
1416,0.45050738701243515,1578
829,0.44792767350796675,1579
1732,0.4475084856657642,1580
652,0.44740752712922693,1581
768,0.44671981349133527,1582
757,0.44418231403618946,1583
16092,0.4430657443211975,1584
8797,0.4376012581725254,1585
909,0.43312350095649826,1586
1383,0.4322156857583588,1587
973,0.4303059806885123,1588
16732,0.42797468513910303,1589
1743,0.4272585903371657,1590
260,0.42264362654694065,1591
1438,0.42237334189526593,1592
4714,0.4219876261930991,1593
688,0.4202515529002578,1594
840,0.4196683835537739,1595
1553,0.41913759062073397,1596
1235,0.41867340233326644,1597
753,0.41765425446484583,1598
13258,0.4147293007454079,1599
270,0.4112721292677133,1600
1711,0.4101471876066938,1601
1941,0.4096761740247995,1602
1419,0.4088816437924071,1603
440,0.4079722864476066,1604
13076,0.4071831937565809,1605
1371,0.4044470440554135,1606
810,0.4038068536498128,1607
676,0.4025569965081649,1608
8895,0.40098975630604183,1609
4320,0.3993098952684999,1610
1469,0.3967820371840469,1611
203,0.39670618786098993,1612
1465,0.39658466222925975,1613
7157,0.39606459241193537,1614
449,0.3941747008895508,1615
1227,0.39317431630685235,1616
8755,0.3909188389742267,1617
17675,0.39066456637358177,1618
7276,0.39059182792917596,1619
15239,0.3898180536616987,1620
17058,0.3890490778807735,1621
239,0.38499064679447037,1622
1654,0.38491781405005526,1623
4387,0.3821480404160418,1624
625,0.3821405808456329,1625
1366,0.37824587282951166,1626
1632,0.37822130426164563,1627
1572,0.37780106285422865,1628
1446,0.37642292980435843,1629
947,0.3745142688996064,1630
752,0.37418832134821006,1631
1427,0.3741730657503409,1632
8206,0.37327610178197734,1633
748,0.3731105105513085,1634
9676,0.3705718325280052,1635
710,0.3703055847058851,1636
968,0.368958492209338,1637
1406,0.3688122035529519,1638
67,0.36659254983831685,1639
1559,0.36649093386621057,1640
233,0.36540361473851446,1641
579,0.3642787728298466,1642
1426,0.3622967316178681,1643
15738,0.3618745319865467,1644
993,0.3612006107545317,1645
7084,0.36057734917919837,1646
694,0.35986753600282684,1647
1709,0.35692838291040563,1648
14105,0.3527626510493078,1649
12301,0.35006551016446613,1650
17652,0.3488795664876466,1651
513,0.34784444421321603,1652
8893,0.347434042262807,1653
7210,0.3456101626749471,1654
1417,0.34327262936560193,1655
922,0.34309967046442547,1656
123,0.3428934838770404,1657
1428,0.340187079135474,1658
1334,0.33963819853639043,1659
63,0.3386395490266378,1660
79,0.3384209738522207,1661
719,0.3353967070138884,1662
578,0.33293902063044983,1663
971,0.3322046124200195,1664
646,0.33013301500386333,1665
586,0.3293350495436284,1666
976,0.328255616821432,1667
2699,0.3268039682445161,1668
995,0.32335588758830497,1669
17674,0.3219343016222017,1670
1157,0.3206855924353367,1671
16043,0.3203900405084082,1672
958,0.3192976248889154,1673
521,0.31749784373431345,1674
1673,0.31394739339580086,1675
2028,0.3125928343437339,1676
994,0.3098720790610024,1677
1811,0.3064071436924715,1678
1716,0.3052365104061874,1679
224,0.30481984301787113,1680
10596,0.3033198228777933,1681
13322,0.3016499467626162,1682
1401,0.29975535492262256,1683
204,0.2993198018194553,1684
557,0.2986774150650507,1685
13671,0.294194218488727,1686
1399,0.2935938705632769,1687
1538,0.29340479984321893,1688
10450,0.29180420010047664,1689
1580,0.29126300718936793,1690
777,0.29066217780042536,1691
17593,0.2899083253503217,1692
8872,0.28578545282729323,1693
9185,0.2833607570252173,1694
954,0.2817968479309837,1695
1273,0.28031898971470565,1696
14384,0.27435557814833667,1697
1268,0.27251751054114515,1698
1550,0.2709981563067987,1699
761,0.27094463301417915,1700
974,0.26899104951032554,1701
833,0.2678938149656838,1702
952,0.2662242901428841,1703
7733,0.2650062010261609,1704
1601,0.2642966515163003,1705
1277,0.2594196960671735,1706
831,0.2571882995754281,1707
972,0.25644608548260583,1708
1668,0.25339640921833806,1709
15920,0.2520480785576293,1710
195,0.250787193533954,1711
1263,0.24899801538922064,1712
213,0.24800250318764985,1713
8870,0.24765196427742928,1714
6469,0.24611534593769716,1715
1562,0.24443872162763658,1716
10738,0.2443106168962793,1717
1481,0.24165599176740335,1718
129,0.24164500544541645,1719
722,0.2414965267219545,1720
1500,0.24124533083220798,1721
8692,0.2404711209802533,1722
8604,0.23862681213578768,1723
775,0.23626508004103652,1724
7216,0.23318684345326235,1725
1756,0.23276604458515715,1726
1486,0.23195527815223924,1727
17719,0.23134431930809168,1728
1708,0.230261616544173,1729
1276,0.2291776297859547,1730
1715,0.22863680835852587,1731
95,0.22821892895869575,1732
408,0.22659029815249832,1733
1551,0.225403334792926,1734
1600,0.2209427043695495,1735
769,0.22071784579604486,1736
1753,0.21938009257289398,1737
568,0.2181790372391604,1738
1587,0.2180967545142982,1739
814,0.21358841647841253,1740
321,0.2126400249280716,1741
1581,0.20984469058920588,1742
1271,0.20838776971285441,1743
1373,0.2075771139313162,1744
966,0.20684731517780627,1745
201,0.20323320827817667,1746
723,0.19808514128952234,1747
1228,0.19760139765925494,1748
12457,0.1975725806160346,1749
1418,0.19719355180300877,1750
1534,0.19461149863202865,1751
491,0.19226328390136715,1752
806,0.1916203421359105,1753
170,0.19095144941496522,1754
1533,0.18887336577593267,1755
37,0.18810703587802527,1756
1441,0.18747221656421795,1757
1479,0.18502191351361136,1758
8649,0.18482976849693142,1759
1156,0.18419394728663283,1760
816,0.18379675605627824,1761
1666,0.18286378016247226,1762
8458,0.17940395766907036,1763
1691,0.17774645417515447,1764
1665,0.17413095863670425,1765
1322,0.1736086805709519,1766
1576,0.17353511652903691,1767
980,0.17329407155883084,1768
1664,0.1710324962781216,1769
970,0.1678688198082917,1770
327,0.16741875710589726,1771
9873,0.16443283295203812,1772
2021,0.15915909257323874,1773
17335,0.15907397575491564,1774
280,0.15840277794614976,1775
1403,0.15485035664219493,1776
13280,0.15407065245988202,1777
1497,0.15363830836093245,1778
1735,0.1520435009100755,1779
8752,0.15110137946954652,1780
8205,0.15064400258499805,1781
1661,0.14876114301409765,1782
8707,0.14669917578037503,1783
1738,0.14269372923359985,1784
774,0.14050346085994722,1785
1579,0.14043837149708785,1786
261,0.13849414759917691,1787
792,0.13425468500801258,1788
1682,0.13356174881732408,1789
8892,0.1316581390134582,1790
8896,0.13115068793401716,1791
967,0.1305508352022555,1792
1733,0.13012680161880755,1793
8871,0.1281846044772033,1794
982,0.12817016239231013,1795
1540,0.12210952893815272,1796
15372,0.12160868014849824,1797
1646,0.12098325444063757,1798
274,0.12035786112400683,1799
1667,0.11986310591763741,1800
1701,0.11707330921418765,1801
13295,0.11398354901476027,1802
12625,0.11381731359747108,1803
89,0.11359284473370393,1804
776,0.1111153643224843,1805
8732,0.10977782798893992,1806
66,0.10818047410043151,1807
3757,0.10800403968816943,1808
15238,0.10749402721794707,1809
256,0.10709903597378152,1810
196,0.10679481927594427,1811
1653,0.10617124969844381,1812
1483,0.10554348276888202,1813
1517,0.10479248098675702,1814
6510,0.10246356623262629,1815
1670,0.10162781003478825,1816
1556,0.10075113684531492,1817
1719,0.09784795802196833,1818
962,0.09419897716488557,1819
1221,0.09379654058738135,1820
1768,0.09306020224806505,1821
716,0.0922281460867697,1822
4479,0.09105171727019701,1823
1216,0.090505114727788,1824
824,0.08671485068494206,1825
981,0.08667035232080586,1826
8553,0.08182778364214956,1827
1410,0.08132455025362166,1828
1740,0.0757956222090157,1829
1548,0.07037182593114176,1830
1662,0.0700776387685269,1831
1680,0.06851639395325998,1832
75,0.06464490372441639,1833
860,0.06219811854561446,1834
9684,0.046020807842816834,1835
223,0.039760986410246904,1836
1480,0.03940113140949056,1837
715,0.03462048154966514,1838
717,0.033978462911165644,1839
