int_no,pred_counts,ranking
114,1.7088385091067733,689
45,1.7085088821352494,690
15739,1.7081861393078919,691
1566,1.7069230642441593,692
1378,1.7066363702833702,693
1045,1.6986570350317691,694
957,1.697627635487013,695
612,1.6967993551587834,696
789,1.6948946824145938,697
1356,1.692432781737151,698
13350,1.6910582518136756,699
1066,1.6906574399910883,700
930,1.6880771158380696,701
1173,1.6849818410401303,702
254,1.6845006537338534,703
112,1.677087491482379,704
13073,1.67670348078208,705
153,1.6750878162562146,706
235,1.671480262797886,707
697,1.6685902538851538,708
113,1.6645450135154378,709
526,1.6640940436289435,710
565,1.6622819769696051,711
90,1.6617063743056657,712
735,1.6616675466942297,713
811,1.6588224324302854,714
692,1.6579173542996235,715
8747,1.6573675118617388,716
16913,1.6562130676021174,717
1584,1.6518785163288956,718
1007,1.637435457620156,719
59,1.6372006914328523,720
169,1.637176394130757,721
183,1.632870995517841,722
433,1.6321878443297417,723
6,1.6283413362472612,724
360,1.6276568214693734,725
1162,1.6266199746714194,726
13286,1.6252879871171224,727
409,1.623907984358985,728
951,1.6237880365619948,729
799,1.62376041797803,730
8844,1.6237301282127088,731
1032,1.619035515772592,732
1143,1.6171274601872114,733
656,1.6157499550012044,734
1660,1.6105168229449782,735
655,1.6101645126706017,736
1586,1.6098047464135825,737
1056,1.6069420974449036,738
16996,1.6057775137495511,739
1026,1.6055580551032307,740
11176,1.6039651009904647,741
338,1.5981653786318235,742
12569,1.5977027236780197,743
615,1.5961264844933172,744
1293,1.5952645038140245,745
1302,1.5905882564683935,746
902,1.5886223382692197,747
556,1.5884016872690259,748
1404,1.5848399413465926,749
584,1.575960662058382,750
576,1.5746954325760736,751
1155,1.5710032964874951,752
6735,1.5706848906213828,753
132,1.569680982204525,754
1296,1.5682559287791165,755
10271,1.5670723494030767,756
462,1.5657938667380018,757
1179,1.5650758386270884,758
1218,1.5569913492057788,759
226,1.5529138481045461,760
488,1.5484989442951838,761
1760,1.5484737083258902,762
1591,1.5463162843186498,763
1183,1.5449315322634822,764
1659,1.5347141591566806,765
192,1.5304227323846817,766
1512,1.5242220532458575,767
515,1.5211900777566416,768
519,1.5158395282304997,769
390,1.5148742003422262,770
809,1.5139037037362937,771
14209,1.5133601846206328,772
537,1.511514852319423,773
1697,1.5111336941630544,774
1248,1.5100388011510666,775
104,1.5095400744696943,776
1462,1.5075390606905599,777
739,1.507185858289356,778
16729,1.506565034953895,779
7721,1.5027431592070903,780
1094,1.5006370436454304,781
9500,1.4987385782420548,782
604,1.4977300536174936,783
1527,1.4895649487953446,784
1425,1.484075747195458,785
1114,1.480996673226691,786
4081,1.4802769638902509,787
14628,1.4800287039724558,788
418,1.4797516429679793,789
592,1.4791487683660387,790
511,1.478701641005053,791
1488,1.4761106924409446,792
115,1.475827146683737,793
1147,1.474032731488012,794
690,1.4723809750214503,795
222,1.4707848292644932,796
1365,1.4657613192886958,797
87,1.465464981057169,798
1188,1.4653169651922555,799
683,1.459576414869789,800
1272,1.4590145540656039,801
725,1.4585857545238738,802
58,1.4540290562488074,803
1763,1.4501646590060946,804
674,1.4498913322189322,805
1474,1.448105497818211,806
13653,1.4448197309616866,807
450,1.431548373445173,808
174,1.4262888691677993,809
1152,1.4260453239293105,810
466,1.4249280774564415,811
458,1.4233443632150635,812
1546,1.4231517055975338,813
802,1.4210710736115526,814
1232,1.4205283148582526,815
162,1.417410887979951,816
161,1.4162716312481536,817
818,1.4161475630538292,818
17635,1.4157251788615615,819
800,1.414594736869573,820
1303,1.4145808564356281,821
1390,1.4136105884495824,822
1487,1.4115667232674718,823
942,1.4110254029022522,824
1314,1.4094612709264174,825
107,1.4070358111366827,826
1450,1.4035545424172733,827
3308,1.3976816486857002,828
456,1.3954938361496512,829
661,1.3875756440443683,830
1297,1.3869460201243287,831
1050,1.3854042767920163,832
8860,1.38526035623164,833
1184,1.3816804589865848,834
2076,1.3816361467080585,835
56,1.380559784902506,836
1195,1.3803485235551993,837
35,1.378059968880848,838
1127,1.376640628860215,839
1223,1.3765960937774069,840
335,1.3763066728678677,841
1445,1.375810202855945,842
397,1.3756738870939746,843
1250,1.3747183107996146,844
608,1.3725608792383495,845
773,1.371025314151486,846
575,1.3695987614577183,847
737,1.368803026882122,848
1237,1.368162397792171,849
1331,1.3675772977946254,850
552,1.3674599491133315,851
8788,1.3605976229842902,852
1679,1.3605279844712157,853
9294,1.3564095602375956,854
1409,1.355385259783357,855
1737,1.3549070175446032,856
2869,1.3537559974124969,857
731,1.3527692733303665,858
899,1.350998363123471,859
1106,1.3500268400464819,860
1257,1.349973929088895,861
702,1.3487616557566133,862
836,1.3423272053613262,863
1233,1.342231033286448,864
12105,1.3403946020725184,865
9030,1.340278038378214,866
9460,1.337654660206103,867
1621,1.3358889742869977,868
349,1.3347427772038982,869
246,1.3314778792517776,870
1570,1.3314322846532392,871
9029,1.330791545291307,872
1116,1.3249859389317447,873
6940,1.322296911879705,874
1435,1.3206771051672748,875
1311,1.3169140026861526,876
16044,1.3160566385131258,877
13281,1.3113671125873798,878
1726,1.3108335009591818,879
1270,1.3107271425416471,880
13435,1.3080339731407657,881
1108,1.3079588974405394,882
9137,1.3069493783946977,883
1408,1.3064396301741523,884
808,1.3036957917054668,885
434,1.300000632832822,886
562,1.299811224320947,887
1159,1.2992582011562606,888
889,1.295459371685796,889
42,1.2926393670466925,890
883,1.2924758387661277,891
8885,1.2915028141008211,892
301,1.2869849720821982,893
724,1.2869597650684337,894
1153,1.2868588952333704,895
5458,1.2855862296426317,896
893,1.2830174922414501,897
208,1.28172233566511,898
1471,1.2789929457745102,899
1391,1.2774754856890027,900
9,1.2766775986345416,901
323,1.2766460626109635,902
3527,1.2764147566237543,903
867,1.2720115972846304,904
13292,1.2701842295622465,905
7205,1.2668978022873192,906
1078,1.2648097283604172,907
1170,1.2616446025785284,908
1063,1.2609438974145561,909
9825,1.259242774483209,910
1519,1.257884296333004,911
918,1.2574130946179922,912
2363,1.2564230981846927,913
455,1.2522489100470773,914
9145,1.2517643381310997,915
8,1.2509504713146473,916
634,1.2502221595716982,917
8976,1.2483447919663617,918
953,1.2460873284148253,919
496,1.2431022008750245,920
7208,1.2419631310035182,921
9142,1.240199494316917,922
1287,1.23857630260884,923
903,1.2341203813172892,924
181,1.2339453935875448,925
1405,1.233525599932133,926
827,1.229504008711646,927
1201,1.227618897476186,928
1175,1.2272040021703206,929
1453,1.226288251489992,930
1478,1.2243763148136722,931
1234,1.224135902783661,932
381,1.2230722016218178,933
569,1.2228160163701487,934
1636,1.220686419182006,935
3231,1.220472806466241,936
13214,1.2193617317862258,937
1244,1.2082334442933722,938
1413,1.206211582086113,939
17,1.2057326962545143,940
1433,1.2050037852785245,941
404,1.2040217174171235,942
15140,1.203147941102868,943
1264,1.1972034847160056,944
10288,1.1967781549683214,945
1468,1.1967676706984858,946
1475,1.19576022767593,947
309,1.195686239922831,948
487,1.1944936646049338,949
155,1.194447683977537,950
1185,1.1888528021925795,951
509,1.1886554221562327,952
13285,1.1880930907282006,953
850,1.1867717701514664,954
1530,1.1859140609145467,955
1544,1.185290027211947,956
435,1.1840855321607104,957
279,1.1772263251149573,958
1675,1.1761509722096086,959
939,1.1759257489252657,960
1109,1.1726431896321876,961
1309,1.1715618017344298,962
1452,1.1703086650641055,963
8696,1.1685165136041873,964
9025,1.166225073437582,965
959,1.1649183279729451,966
269,1.1620518250231886,967
14,1.1610443543046092,968
932,1.1607808912224709,969
1142,1.1599350018748837,970
798,1.1590521019330482,971
17614,1.158251475727601,972
691,1.157919280741736,973
649,1.1570946109192675,974
437,1.1567746328858963,975
13282,1.1566471001688066,976
446,1.1541665113333945,977
310,1.1540067287342053,978
1013,1.1528006115724256,979
19,1.1485156794879976,980
1279,1.1454664512521824,981
948,1.1452729967976787,982
1501,1.1429175173414532,983
69,1.1387238413009049,984
1172,1.1369810432815102,985
1044,1.135928559450422,986
1615,1.131955346602072,987
80,1.1278100151699437,988
1119,1.126664654739446,989
732,1.126042852654331,990
1083,1.1242248567085542,991
13141,1.120488319890382,992
5371,1.1183354273747015,993
618,1.1181370917332205,994
2008,1.1165697250969295,995
1421,1.1152298352104666,996
38,1.1142373031569095,997
8195,1.114168010776804,998
1340,1.1119411715354102,999
106,1.1109943477239832,1000
1508,1.1106669136265102,1001
138,1.1105422811433374,1002
389,1.11047159485366,1003
12315,1.10883201241696,1004
1686,1.1061927427946396,1005
650,1.1034790708835034,1006
214,1.1033572041350708,1007
996,1.1008463635024204,1008
890,1.0962811089508782,1009
964,1.0959614328166747,1010
453,1.0956517866682494,1011
1649,1.0927634177757473,1012
1706,1.090709564416485,1013
1037,1.090075202721188,1014
1688,1.0863704135434553,1015
1491,1.0830839310960376,1016
8834,1.0819647259013148,1017
1286,1.0804324007626789,1018
1648,1.0800859896695134,1019
1549,1.0795541710837042,1020
1136,1.0759731343146157,1021
729,1.072521536548607,1022
1634,1.0697304086654145,1023
423,1.0694878816432067,1024
1476,1.0683453466530992,1025
785,1.0674173265940425,1026
786,1.0670583923797041,1027
760,1.0664050756417802,1028
1113,1.0654836482193746,1029
1506,1.0646653452261126,1030
1631,1.0643741924013272,1031
3329,1.0641550321421154,1032
1011,1.0629362849383137,1033
9155,1.0620621087885713,1034
237,1.0595738326406334,1035
357,1.0592812527171682,1036
551,1.0585572006598822,1037
626,1.0579950493743815,1038
522,1.0573143818261639,1039
14677,1.0566567805926168,1040
1503,1.0554897247301611,1041
1316,1.0550027570313683,1042
3064,1.0541140480967326,1043
1423,1.053269300354086,1044
8757,1.051600409301071,1045
997,1.0513846778366784,1046
1062,1.0513788817746763,1047
741,1.0508081226470083,1048
1100,1.0497784692570427,1049
1315,1.049316146797481,1050
853,1.0465953260140883,1051
1144,1.0452203979787438,1052
9461,1.0414771857030563,1053
1543,1.040676691562445,1054
103,1.0384401378101347,1055
459,1.0378190284947404,1056
1339,1.0366841336307184,1057
985,1.0361190727157272,1058
1196,1.0332131660263024,1059
1424,1.0331094670443224,1060
1489,1.0324065715379025,1061
105,1.0308738828644566,1062
8838,1.029279894942163,1063
